Scientific Name,Common Name,Family,Max Rooting Depth (m),Max Rooting Depth (feet),CA Phreatophytes,Reference,Location,Biome,Soil Type,Growth form,Method,Life span,Lat,Long,USDA soil texture,Native,GW Use
Pseudoroegneria spicata,,Poaceae,1.48,4.86,,Weaver 1917,"SE Washington, USA",palouse prairie,silt loam,cespitose grass,,perennial,46.5,-117.1,SiLo,,
Pseudoroegneria spicata ssp. inermis,,Poaceae,1.05,3.44,,Spence 1937,"Boise River Watershed, Idaho, USA",bunchgrass prairie,"coarse, granitic",rhiz./cesp. grass,,perennial,43.8207,-117.026,Sa,,
Pseudotsuga menziesii,Douglas-fir,,0.82,2.69,,"Berndt and Gibbons, 1958","Front Range Rockies, near",mountain forest,loose fine grey sand on,tree,exavation,,,,,,
Pseudotsuga menziesii,Douglas-fir,,1.46,4.79,,"Berndt and Gibbons, 1958","Front Range Rockies, near",mountain forest,"3‐5cm litter, 25cm dark stony",tree,exavation,,,,,,
Pseudotsuga menziesii,Douglas-fir,,1.52,4.99,,"Berndt and Gibbons, 1958","Front Range Rockies, near",mountain forest,"5cm litter, 20cm coarse gravely",tree,exavation,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,0.6,1.97,,"Curt et al., 2001",eastern France,plantation,"Regosols (sandy‐gravely), stone",tree,trenchwall,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,0.6,1.97,,"Curt et al., 2001",eastern France,plantation,Cambic Arenosols,tree,trenchwall,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,0.8,2.62,,"Curt et al., 2001",eastern France,plantation,Dystric Cambisol (loamy clay),tree,trenchwall,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,0.9,2.95,,"Curt et al., 2001",eastern France,plantation,"Dystric Cambisol (loamy clay), on",tree,trenchwall,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,0.9,2.95,,"Curt et al., 2001",eastern France,plantation,"Cambisols (loamy‐sand),",tree,trenchwall,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,1.2,3.94,,"Curt et al., 2001",eastern France,plantation,"Cambisols (loamy‐sand),",tree,trenchwall,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,1.3,4.27,,"Curt et al., 2001",eastern France,plantation,Cambisols (loamy‐sand) on,tree,trenchwall,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,0.37,1.21,,"Eis, 1974","Vancouver Island,",temperate evergreen,,tree,excavated,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,1.32,4.33,,"Eis, 1974","Vancouver Island,",temperate evergreen,"silty loam, on gravely silty",tree,excavated,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,0.8,2.62,,"Kuiper, 1992",coastal Netherland,temperate broadleaf,"well drained, dry, brown",tree,excavation,,,,,,
Pseudotsuga menziesii,Douglas‐fir,,1.51,4.95,,"Mauer and Palatova,","Krtny, E Czech Republic",plantation,"cambisol, mesotrophic,",tree,excavation,,,,,,
Pseudotsuga menziesii,Douglas-fir,,2.4,7.87,,"Kourik, R. 2015. Understanding Roots…discover how to make your garden flourish. Metamorphic Press, Occidental, CA.",,,,,,,,,,1,
Pseudotsuga taxifolia,Douglas fir,,1.4,4.59,,"Reynolds, 1970","near Oxford, UK, Bagley",temperate mixed forest,coarse sand to sandy loam 2m,tree,coring,,,,,,
Psidium gurava,Guava,,4.4,14.44,,"Howard, 1925","Pusa, N Bihar, India, on the",orchards and rice fields,"calcareous siltloam, 75% sand‐",tree,exposureby,,,,,,
Psilostrophe tagetina,paperflower,,1.76,5.77,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Psoralea argophylla,Silverleaf indian,,1.83,6.00,,"Weaver, 1919",Prairies of E. Nebraska,prairie,loess,herb,excavation,,,,,,
Psoralea lanceolata,lemon scurfpea,,1.22,4.00,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,"forb, legumous",trenchwall,,,,,,
Psoralea lanceolata,lemon scurfpea,,3.05,10.01,,"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,dune sand,herb,excavation,,,,,,
Psoralea tenuiflora,Slimflower scurfpea,,1.83,6.00,,"Weaver, 1919",Prairies of E. Nebraska,prairie,loess,herb,excavation,,,,,,
Psoralea tenuiflora,Slimflower scurfpea,,3.71,12.17,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",herb,excavation,,,,,,
Psorothamnus spinosus,Smoke Tree,,,,,,,,,,,,,,,1,
Psychotria chagrensis,,,0.51,1.67,,"Wright et al., 1992",Barro Colorado,tropical moist forest,,shrub,excavation,,,,,,
Psychotria furcata,,,0.29,0.95,,"Wright et al., 1992",Barro Colorado,tropical moist forest,,shrub,excavation,,,,,,
Psychotria horizontalis,,,0.33,1.08,,"Wright et al., 1992",Barro Colorado,tropical moist forest,,shrub,excavation,,,,,,
Psychotria limonensis,,,0.92,3.02,,"Wright et al., 1992",Barro Colorado,tropical moist forest,,shrub,excavation,,,,,,
Psychotria marginata,,,0.38,1.25,,"Wright et al., 1992",Barro Colorado,tropical moist forest,,shrub,excavation,,,,,,
Pteridium aquilinum,"bracken fern, eagle",,0.2,0.66,,"Bakker et al., 2006",SW France,Mediterran pine,eaolian sand /Entic to Densic,herb,coring,,,,,,
Pteridium aquilinum,"bracken fern, eagle",,1.2,3.94,,"Bakker et al., 2006",SW France,Mediterran pine,eaolian sand /Entic to Densic,herb,coring,,,,,,
Pteridium aquilinum,"common bracken,",,0.7,2.30,,"Silva & Rego, 2003",Central Portugal,Mediterrane an shrubland,humic cambissols,herb,trenchwall +,,,,,,
Pteridium aquilinum L.,"bracken fern, eagle",,> 0.17(rhizome),> 0.56 (rhizome),,"Whittle et al., 1998","eastern Ontario,",Boreal forest,humo‐ferricpodzol in fine,forb (rhizomatous),excavation,,,,,,
Pterocarpus angolensis,Wild teak,,1.4,4.59,,"Timberlake & Calvert, 1993","Fuller For. Hwange, W.",subtropical dry forest,kalahari sand,tree,excavation,,,,,,
Pterocarpus angolensis,Wild teak,,1.8,5.91,,"Timberlake & Calvert, 1993","Gokwe, N. Zimbabwe",subtropical dry forest,kalahari sand,tree,excavation,,,,,,
Pterocarpus lucens,barwood,,4.1,13.45,,"Timberlake & Calvert, 1993","near Secheke, SW Zambia",subtropical dry forest,Karoo sand,tree,excavation,,,,,,
Pterocarpus lucens,barwood,,5.3,17.39,,"Timberlake & Calvert, 1993","near Secheke, SW Zambia",subtropical dry forest,Kalahari sand,tree,excavation,,,,,,
Pteryxia terebinthina,,Apiaceae,1.24,4.07,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,perennial,46.6475,-119.5986,LoSa,,
Pteryxia terebinthina,,Apiaceae,1.41,4.63,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,perennial,46.6475,-119.5986,LoSa,,
Pteryxia terebinthina,,Apiaceae,1.55,5.09,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,perennial,46.6475,-119.5986,LoSa,,
Pteryxia terebinthina,,Apiaceae,1.6,5.25,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,perennial,46.6475,-119.5986,LoSa,,
Pulchea sericea,,,,,1,,,,,,,,,,,,
Pulsatilla pratensis,small pasque,,0.8,2.62,,Lichtenegger & Kutschera‐,,,black earth with a wide and,forb,excavation,,,,,,
Purshia tridentata,antelope bitterbrush,,3,9.84,,"Klepper et al., 1985","Hanford, SC Washington",semi‐arid shrub‐steppe,sandy‐loam to silty loam,shrub,excavation,,,,,,
Purshia tridentata,antelope bitterbrush,Rosaceae,2.83,9.28,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,shrub,,perennial,46.6475,-119.5986,LoSa,,
Purshia tridentata,antelope bitterbrush,Rosaceae,3,9.84,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,shrub,,perennial,46.6475,-119.5986,LoSa,,
Purshia tridentata,antelope bitterbrush,Rosaceae,3,9.84,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,shrub,,perennial,46.6475,-119.5986,LoSa,,
Purshia tridentata,antelope bitterbrush,Rosaceae,3,9.84,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,shrub,,perennial,46.6475,-119.5986,LoSa,,
Pycnanthermum,mountain mint,,1.17,3.84,,"Sperry, 1935",Illinoise,temperate deciduous,"brown Silt Loam on Drift, well",herb,excavation,,,,,,
Q. alba L. Q. velutina,"white oak, black oak,",,1.42,4.66,,"Coile, 1937","North Carolin A,",Temperate mixed forest,clay,tree,excavation,,,,,,
Q. kellogii Q. douglasii,"black, blue oak",,11.31,37.11,,"Lewis and Burgy, 1964","Placer County, CA",Mediterrane an woodland,,tree,tritiatedwater in,,,,,,
"Quercu, Acer, Pinus species","oak, maple, pine",,1,3.28,,"Gaines et al., 2015","Shale Hills CZO, central",temperate mixed,"well‐draines siltloam, shale",tree,soil coringto 0.99m,,,,,,
"Quercu, Acer, Pinus species","oak, maple, pine",,1,3.28,,"Gaines et al., 2015","Shale Hills CZO, central",temperate mixed,"well‐draines siltloam, shale",tree,soil coringto 1.09m,,,,,,
"Quercu, Acer, Pinus species","oak, maple, pine",,1,3.28,,"Gaines et al., 2015","Shale Hills CZO, central",temperate mixed,"fine loam, higher clay",tree,soil coringto 1.02m,,,,,,
Quercus agrifolia,coast live oak,,>4,>13.12,1,"Bornyasz et al., 2005","Southern California, US",Mediterrane an woodland,"coarse‐loamy, well‐drained",tree,newlyexposed,,,,,,
Quercus agrifolia,Coast Live Oak,Fagaceae,10.7,35.10,1,Cannon 1914,"California, USA",mediterranean woodland,,tree,,perennial,35.3,-120.7,,,
Quercus agrifolia,Coast Live Oak,Fagaceae,7.3,23.95,1,Kummerow 1981,"California, USA",mediterranean woodland,,tree,,perennial,35.3,-120.7,,,
Quercus agrifolia,Coast Live Oak,Fagaceae,9.1,29.86,1,Thomas 1980,"California, USA",mediterranean woodland,,tree,,perennial,35.3,-120.7,,,
Quercus agrifolia,Coast Live Oak,Fagaceae,10.7,35.10,1,"Canadell, J., Jackson, R.B., Ehleringer, J.R., Mooney, H.A., Sala, O.E. & Schulze, E.D. (1996) Maximum rooting depth of vegetation types at the global scale. Oecologia, 108, 583–595.",California,mediterranean woodland,NR,tree perennial,,,,,,1,
Quercus agrifolia,Coast Live Oak,Fagaceae,7.3,23.95,1,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.",California,mediterranean woodland,NR,tree perennial,,,,,,1,
Quercus agrifolia,Coast Live Oak,Fagaceae,9.1,29.86,1,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.",California,mediterranean woodland,NR,tree perennial,,,,,,1,
Quercus agrifolia,Coast Live Oak,Fagaceae,10.7,35.10,1,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.",California,mediterranean woodland,NR,tree perennial,,,,,,1,
Quercus alba,white oak,,3,9.84,,"Stringer et al., 1989",NE Kentucky,temperate deciduous,loamy colluviumover clayey,tree,tritiumuptake,,,,,,
Quercus alba,white oak,,1.5,4.92,,"Teskey & Hinckley,","Ashland Wildlife Area,",temperate decidous,"silt loam, thin O, increasing clay",tree,excavation +,,,,,,
Quercus alba L.. Q. prinus,"white oak, chestnut",,> 0.9,>2.95,,"Joslin et al., 2006","Oak Ridge, TN",temperate broad‐leaf,,tree,soil coringto 0.9m,,,,,,
Quercus alba L.. Q. prinus,"white oak, chestnut",,> 0.9,>2.95,,"Joslin et al., 2006","Oak Ridge, TN",temperate broad‐leaf,,tree,soil coringto 0.9m,,,,,,
Quercus borealis,northern red oak,,1.17,3.84,,"Scully, 1942",E. Wisconsin,temperate hardwood,"A1: dark gray siltloam 4""; A2:",tree,"trenchwall,",,,,,,
Quercus borealis,"northern red oak,",,1.24,4.07,,"Scully, 1942",E. Wisconsin,temperate hardwood,"A1: dark gray siltloam 4""; A2:","tree, shrub","trenchwall,",,,,,,
Quercus cerris,"Turkey oak, Austrian oak",,0.7,2.30,,"Claus & George, 2005","Roccarespam pani, C. Italy",temperate deciduous,Luvisol with high clay content,tree,soil coringto 30cm,,,,,,
Quercus chrysolepis,Canyon live oak,,7.32,24.02,1,"Hellmers et al., 1955",San Gabrial / Bernardino,Chaparral,either gravel terraces or,tree,road cut,,,,,,
Quercus chrysolepis,Canyon Live Oak,Fagaceae,7.32,24.02,1,Hellmers et al. 1955,"California, USA",mediterranean sclerophyllous shrubland,granitic bedrock,shrub,,perennial,34.2,-117.76,Ro,,
Quercus chrysolepis,Canyon Live Oak,Fagaceae,7.3,23.95,1,"Canadell, J., Jackson, R.B., Ehleringer, J.R., Mooney, H.A., Sala, O.E. & Schulze, E.D. (1996) Maximum rooting depth of vegetation types at the global scale. Oecologia, 108, 583–595.",California,mediterranean sclerophyllous shrubland,granitic bedrock/sandy loam on granodiorite,,,,,,,1,
Quercus douglasii,blue oak,,0.53,1.74,,"Raz‐Yaseef et al., 2013","near Sacramento,",Chaparral,silty loam,tree,excavation + GPR,,,,,,
Quercus douglasii,Blue Oak,Fagaceae,3.66,12.01,,Cannon 1914,"California, USA",temperate woodland,,tree,,perennial,38.8,-122.66,,,
Quercus douglasii,Blue Oak,Fagaceae,24.38,79.99,,Lewis & Burgy 1964,"N California, USA",mediterranean woodland,fractured bedrock,tree,,perennial,38.98,-121.23,Ro,,
Quercus douglasii,Blue Oak,Fagaceae,1.5,4.92,,Millikin & Bledsoe 1999,"central California, USA",temperate savanna,"well-drained, Xeralf suborder",tree,,perennial,,,,,
Quercus douglasii,Blue Oak,Fagaceae,1.5,4.92,,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.","central California, USA",temperate savanna,"well-drained, Xeralf suborder",tree perennial,,,,,,1,
Quercus douglasii,Blue Oak,Fagaceae,3.66,12.01,,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.","California, USA",temperate woodland,NR,tree perennial,,,,,,1,
Quercus douglasii,Blue Oak,Fagaceae,24.38,79.99,,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.","N California, USA",mediterranean woodland,fractured bedrock,tree perennial,,,,,,1,
Quercus dumosa,Califorinia scrub oak,,> 2.44,> 8.01,1,"Hellmers et al., 1955",San Gabrial / Bernardino,Chaparral,"litter, humus (0.08‐0.15m) on",shrub,excavation,,,,,,
Quercus dumosa,Califorinia scrub oak,,8.53,27.99,1,"Hellmers et al., 1955",San Gabrial / Bernardino,Chaparral,either gravel terraces or,shrub,road cut,,,,,,
Quercus dumosa,Califorinia scrub oak,Fagaceae,8.53,27.99,1,Hellmers et al. 1955,"California, USA",mediterranean sclerophyllous shrubland,granitic bedrock,shrub,,perennial,34.2,-117.76,Ro,,
Quercus fusiformis,"Texas live oak, gum",,20,65.62,,"Bleby et al., 2010","Edwards Plateau, Cen.",savannah and,"calcreous soil, karst",tree,excavation and cave,,,,,,
Quercus fusiformis,live oak,,11,36.09,,"Jackson et al., 1999",Cent‐Eastern Edwards,savanna and woodland,"shallow, calcareou",tree,caveexposure,,,,,,
Quercus fusiformis,live oak,,14,45.93,,"Jackson et al., 1999",Cent‐Eastern Edwards,savanna and woodland,"shallow, calcareou",tree,caveexposure,,,,,,
Quercus fusiformis,live oak,,18,59.06,,"Jackson et al., 1999",Cent‐Eastern Edwards,savanna and woodland,"shallow, calcareou",tree,caveexposure,,,,,,
Quercus fusiformis,live oak,,22,72.18,,"Jackson et al., 1999",Cent‐Eastern Edwards,savanna and woodland,"shallow, calcareou",tree,caveexposure,,,,,,
Quercus fusiformis,live oak,,5,16.40,,"Jackson et al., 1999",Cent‐Eastern Edwards,savanna and woodland,"shallow, calcareou",tree,caveexposure,,,,,,
Quercus fusiformis,live oak,,6,19.69,,"Jackson et al., 1999",Cent‐Eastern Edwards,savanna and woodland,"shallow, calcareou",tree,caveexposure,,,,,,
Quercus fusiformis,live oak,,8,26.25,,"Jackson et al., 1999",Cent‐Eastern Edwards,savanna and woodland,"shallow, calcareou",tree,caveexposure,,,,,,
Quercus fusiformis,live oak,,9,29.53,,"Jackson et al., 1999",Cent‐Eastern Edwards,savanna and woodland,"shallow, calcareou",tree,caveexposure,,,,,,
Quercus ilex,,,3.7,12.14,,"Nijland et al., 2010",S. France,Mediterrane an,Shallow acidsoils w. many,shrub,elec.Resis.,,,,,,
Quercus ilex,,,7,22.97,,"Nijland et al., 2010",S. France,Mediterrane an,Shallow acidsoils w. many,shrub,elec.Resis.,,,,,,
Quercus ilex L.,"evergreen oak, holly",,> 0.6,> 1.97,,López et al. 2001,NE Spain,Mediterrane an dry forest,well structured clay‐loam,tree,minirhizotron,,,,,,
Quercus ilex Quercus,,,11,36.09,,"Nijland et al., 2010",S. France,Mediterrane an,Shallow rocky soils w. high clay,shrub,elec.Resis.,,,,,,
Quercus ilex Quercus,,,12,39.37,,"Nijland et al., 2010",S. France,Mediterrane an,Shallow rocky soils w. high clay,shrub,elec.Resis.,,,,,,
Quercus kelloggii,,Fagaceae,12.83,42.09,,Lewis & Burgy 1964,"N California, USA",mediterranean woodland,fractured rock,tree,,perennial,38.98,-121.23,Ro,,
Quercus lobata,Valley Oak,Fagaceae,24.38,80.00,1,Lewis & Burgy 1964,"N California, USA",mediterranean woodland,fractured rock,tree,,perennial,38.98,-121.23,Ro,,
Quercus lobata,Valley Oak,Fagaceae,24.38,80.00,1,"Howard, J. 1992. Quercus lobata. In: Fire Effects Information System, [Online]. U.S. Department of Agriculture, Forest Service,  Rocky Mountain Research Station, Fire Sciences Laboratory.  Available: https://www.fs.fed.us/database/feis/plants/tree/quelob/all.html",N California,mediterranean woodland,fractured rock,tree perennial,,,,,,1,
Quercus macrocarpa,bur oak,,4,13.12,,"Sprackling and Read,",E. Nebraska,Prarie with planted and,Knox silt loam,tree,excavation,,,,,,
Quercus macrocarpa,bur oak,,4.9,16.08,,"Sprackling and Read,",E. Nebraska,Prarie with planted and,Peorian and Loveland loess,tree,excavation,,,,,,
Quercus macrocarpa,bur oak,,4.57,14.99,,"Weaver & Cramer, 1932",E. Nebraska,Riparian corridor,Carrington siltloam,tree,excavation,,,,,,
Quercus myrtifolia,myrtle oak / sand live,,> 1.5,>4.92,,"Ellsworth & Sternberg,",central Florida,subtropical scrub forest,"well‐drained, acid,  sands,",tree,"coring to1.5m,",,,,,,
Quercus nigra,"water oak, sweetgum,",,> 1.0,>3.28,,"Farrish, 1991","Near Ruston, N. Louisiana",temperate mix forest,"loamy sand, on silt loam, poorly‐",tree,soil coringto 1.0m,,,,,,
Quercus petraea,sessile oak,,2,6.56,,"Breda et al., 1995",NE France,temperate broadleaf,"silty‐clay loam (30cm),",tree,trenchwall,,,,,,
Quercus petraea,"sessile oak, Cornish oak,",,0.6,1.97,,"Büttner & Leuschner,",NW Germany,temperate deciduous,"7.2cm O, on sandy, acidic,",tree,soil cores,,,,,,
Quercus petraea,"sessile oak, Cornish oak,",,0.6,1.97,,"Thomas, 2000",NE Germany,temperate decidous,Limestone under loess,tree,trench profile,,,,,,
Quercus petraea,"sessile oak, Cornish oak,",,1,3.28,,"Thomas, 2000",NW Germany,temperate decidous,Glacial sand,tree,trench profile,,,,,,
Quercus petraea,"sessile oak, Cornish oak,",,1,3.28,,"Thomas, 2000",NW Germany,temperate decidous,Jurassic clay under glacial,tree,trench profile,,,,,,
Quercus prinus Q.,chestnut oak,,2,6.56,,"Sain Ju & Good, 1993",C. New Jersey,Temperate mixed forest,sand,tree,soil pit to1.5m deep,,,,,,
Quercus pyrenaica,Pyrenean oak,,0.6,1.97,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,schist lithossols,tree,excavation,,,,,,
Quercus robur,pedunculate oak,,1.6,5.25,,"Breda et al., 1995",NE France,temperate broadleaf,"silty‐clay loam (30cm),",tree,trenchwall,,,,,,
Quercus robur,English oak,,0.4,1.31,,"Oosterbaan & Nabuurs,",Netherland,temperate deciduous,"Moist, moderately acid",tree,trenchwall,,,,,,
Quercus robur,English oak,,0.5,1.64,,"Oosterbaan & Nabuurs,",Netherland,temperate deciduous,Moist humuspodsol soil,tree,trenchwall,,,,,,
Quercus robur,English oak,,0.6,1.97,,"Oosterbaan & Nabuurs,",Netherland,temperate deciduous,Moist humuspodsol soil,tree,trenchwall,,,,,,
Quercus robur,English oak,,0.8,2.62,,"Oosterbaan & Nabuurs,",Netherland,temperate deciduous,Reclaimed peatsoil with sandy,tree,trenchwall,,,,,,
Quercus robur,English oak,,0.9,2.95,,"Oosterbaan & Nabuurs,",Netherland,temperate deciduous,Reclaimed peatsoil with sandy,tree,trenchwall,,,,,,
Quercus robur,English oak,,1.05,3.44,,"Thomas, 2000",NW Germany,temperate decidous,Quaternary clay under glacial,tree,trench profile,,,,,,
Quercus rotundifolia,sweet acorn oak,,13,42.65,,"David et al., 2004","near Évora, SE Lisbon,",Mediterrane an woodland,very shallow (0.3m deep),tree,"sap flow, stem",,,,,,
Quercus sinuata,Durand oak,,7,22.97,,"Jackson et al., 1999",Cent‐Eastern Edwards,savanna and woodland,"shallow, calcareou",tree,caveexposure,,,,,,
Quercus stellata,"post oak, blackjack",,0.91,2.99,,"Coile, 1937","North Carolin A,",Temperate mixed forest,"loam, clay loam, then clay",tree,excavation,,,,,,
Quercus suber L.,cork oak,,6.5,21.33,,"David et al., 2013","near Lisbon, Portugal",Mediterrane an woodland,well‐drained deep Haplic,tree,excavation,,,,,,
Quercus suber L.,cork oak,,2,6.56,,"Mendes et al., 2016","SC Portugal, Tagus valley",Mediterra woodland,Haplic Arenosols (AR) on sand,tree,,,,,,,
Quercus suber L.,cork oak,,2.5,8.20,,"Mendes et al., 2016","SC Portugal, Tagus valley",Mediterra woodland,AR interspersed with Stagnic,tree,,,,,,,
Quercus wislizenii,,Fagaceae,20.72,67.98,,Lewis & Burgy 1964,"N California, USA",mediterranean woodland,fractured rock,tree,,perennial,38.98,-121.23,Ro,,
Quercus wislizenii Q.,"live, blue oak",,14.94,49.02,,"Lewis and Burgy, 1964","Placer County, CA",Mediterrane an woodland,,tree,tritiatedwater in,,,,,,
Quercus wislizenii Q.,"live, blue oak",,15.45,50.69,,"Lewis and Burgy, 1964","Placer County, CA",Mediterrane an woodland,,tree,tritiumtracer in,,,,,,
Quercus wislizenii Q.,"live, blue oak",,20.39,66.90,,"Lewis and Burgy, 1964","Placer County, CA",Mediterrane an woodland,,tree,tritiatedwater in,,,,,,
Quercus wislizenii Q.,"live, blue, valley oak",,5.88,19.29,,"Lewis and Burgy, 1964","Placer County, CA",Mediterrane an woodland,,tree,tritiatedwater in,,,,,,
Radermachera sinica,,,0.62,2.03,,"Nie et al., 2014","NW Guangxi province, SW",subtropical moist forest,"thin soil (<30cm), clay to",tree,excavation,,,,,,
Radermachera sinica,,,0.68,2.23,,"Nie et al., 2014","NW Guangxi province, SW",subtropical moist forest,"rock outcrops, soil (loam) or",tree,excavation,,,,,,
Radermachera sinica,,,1.17,3.84,,"Nie et al., 2014","NW Guangxi province, SW",subtropical moist forest,"1m soil‐rock frag mixture,",tree,excavation,,,,,,
Ranunculus delphinifolium,Monkshood,,0.03,0.10,,"Sherff, 1912",N. Illinoise near Lake,temperate riparian,black muck or partially,herb,excavation,,,,,,
Ratibida columnaris,upright prairie,,0.64,2.10,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",herb,excavation,,,,,,
Redfieldia flexuosa,blow Out grass,,1.42,4.66,,"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,dune sand,grass,excavation,,,,,,
Reseda muricata,Showla,,0.2,0.66,,"Schwarz, 1938","Judaean Desert, Israel",arid desert,,forb,,,,,,,
Retama Retam,,,1.2,3.94,,"Schwarz, 1938","Judaean Desert, Israel",arid desert,,shrub,,,,,,,
Retama sphaerocarpa,broom bush,,2,6.56,,"Archer et al., 2002","Almeria, SE Spain",Dry Mediterrane,alluvial loamy sands and fine,shrub,coring,,,,,,
Retama sphaerocarpa,yellow broom,,28,91.86,,"Haase et al., 1996",SE Spain,Mediterra shrubland,"sand, gravel",shrub,lithiumchloride,,,,,,
Rheum maximoviczii,,,0.62,2.03,,"Karimov & Molotkovski,","Pamiro‐Alay, W Tajikistan",dry steppe,,forb,soilmonolith,,,,,,
Rhigozum trichotomum,"three thorns,",,1.08,3.54,,"Bhattachan et al., 2012","Kalahari Desert, SW.",subtropical dry forest,"thick, homogeneous","shrub, small tree, tree, tree",exavation,,,,,,
Rhodiola coccinea,,,0.3,0.98,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,alpine shrub,trench,,,,,,
Rhododendron occidentale,,,0.6,1.97,,"Judith Skinner, horticulturist.  2017 TNC Crowdsourcing Campaign Survey Response.",San Francisco,Woodland,Sandy,,Professional research,,,,,1,
Rhus copallina L.,"shining sumac,",,1.42,4.66,,"Duncan, 1935",near Bloomingdale,temperate deciduous,limy and sandy clay or mixture,rhizomtous shrub,excavation,,,,,,
Rhus glabra,Smooth sumac,,2.1,6.89,,"Sprackling and Read,",E. Nebraska,Prarie with planted and,Bartlett silty clayloam,tree,excavation,,,,,,
Rhus glabra,smooth sumac,,2.29,7.51,,"Weaver, 1919","near Peru, E. Nebraska",chaparral,loess,mediem to large shrub,excavation,,,,,,
Rhus integrifolia,,,,,1,,,,,,,,,,,,
Rhus laurina,Laurel sumac,Anacardiaceae,5.2,17.06,,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.",California,mediterranean sclerophyllous shrubland,sandstone with fissures,shrub perennial,,,,,,1,
Rhus laurina,Laurel sumac,Anacardiaceae,5.4,17.72,,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.",California,mediterranean sclerophyllous shrubland,sandstone with fissures,shrub perennial,,,,,,1,
Rhus laurina,Laurel sumac,Anacardiaceae,13.2,43.31,,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.",California,mediterranean sclerophyllous shrubland,NR,shrub perennial,,,,,,1,
Rhus ovata,,,,,1,,,,,,,,,,,,
Rhus trilobata,Skunkbush,,,,,,,,,Shrub,,,,,,1,
Ribes quercetorum,Oakwoods Gooseberry,,,,,,,,,,,,,,,1,
Ribes speciosum,,,,,1,,,,,,,,,,,,
Ricinodendron rautanenii,mongongo tree,,1.4,4.59,,"Timberlake & Calvert, 1993","Nyamandhlov u, W.",subtropical dry forest,"kalahari sand, over sandy‐clay",tree,excavation,,,,,,
