LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Quercus berberidifolia,45325,Quercus berberidifolia,1727798,12585355,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2100,Xylem water potential at which 88% of conductivity is lost (P88),P88 (MPa),-3.10503539,Mpa,P88 (MPa),-3.10503539,Mpa,Single,,,,-3.10503539,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 88% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Quercus berberidifolia,45325,Quercus berberidifolia,1727800,12585546,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2100,Xylem water potential at which 88% of conductivity is lost (P88),P88 (MPa),-3.10503539,Mpa,P88 (MPa),-3.10503539,Mpa,Single,,,,-3.10503539,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 88% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Quercus berberidifolia,45325,Quercus berberidifolia,1727796,12585158,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-5.43,Mpa,Pmin midday (Mpa),-5.43,Mpa,Single,,,,-5.43,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Quercus berberidifolia,45325,Quercus berberidifolia,1727797,12585260,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-4.46,Mpa,Pmin midday (Mpa),-4.46,Mpa,Single,,,,-4.46,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Quercus berberidifolia,45325,Quercus berberidifolia,1727798,12585361,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-3.76,Mpa,Pmin midday (Mpa),-3.76,Mpa,Single,,,,-3.76,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Quercus berberidifolia,45325,Quercus berberidifolia,1727799,12585455,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2543,Minimum midday xylem pressure potential,Pmin midday (Mpa),-3.756666667,Mpa,Pmin midday (Mpa),-3.756666667,Mpa,Single,,,,-3.756666667,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum midday xylem pressure potential,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Quercus berberidifolia,45325,Quercus berberidifolia,1727797,12585259,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2542,Minimum predawn xylem pressure potential,Pmin predawn (Mpa),-3.74,Mpa,Pmin predawn (Mpa),-3.74,Mpa,Single,,,,-3.74,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",Minimum predawn xylem pressure potential,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Quercus douglasii,45363,Quercus douglasii,2499382,20541384,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.497,g/g,dry.frac,0.497,g dry mass / g fresh mass,Single,,,,0.497,g/g,,,0.386986,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Quercus douglasii,45363,Quercus douglasii,2499383,20541395,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.529,g/g,dry.frac,0.529,g dry mass / g fresh mass,Single,,,,0.529,g/g,,,0.662502,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Quercus douglasii,45363,Quercus douglasii,2499386,20541428,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.499,g/g,dry.frac,0.499,g dry mass / g fresh mass,Single,,,,0.499,g/g,,,0.401361,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Quercus douglasii,45363,Quercus douglasii,2499387,20541439,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.505,g/g,dry.frac,0.505,g dry mass / g fresh mass,Single,,,,0.505,g/g,,,0.444145,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Quercus durata,45366,Quercus durata,2499347,20540999,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.393,g/g,dry.frac,0.393,g dry mass / g fresh mass,Single,,,,0.393,g/g,,,2.06089,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Quercus durata,45366,Quercus durata,2499349,20541021,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.458,g/g,dry.frac,0.458,g dry mass / g fresh mass,Single,,,,0.458,g/g,,,0.65823,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Quercus durata,45366,Quercus durata,2499363,20541175,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.45,g/g,dry.frac,0.45,g dry mass / g fresh mass,Single,,,,0.45,g/g,,,0.819717,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Quercus durata,45366,Quercus durata,2499364,20541186,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.453,g/g,dry.frac,0.453,g dry mass / g fresh mass,Single,,,,0.453,g/g,,,0.758826,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Dahlin,Kyla,293,Jasper Ridge leaf chemistry data,Quercus durata,45366,Quercus durata,2499403,20541615,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",4081,Leaf dry fraction,LDMC,0.434,g/g,dry.frac,0.434,g dry mass / g fresh mass,Single,,,,0.434,g/g,,,1.15149,"Dahlin KM, Asner GP & CB Field (2013) Environmental and community controls on plant canopy chemistry in a Mediterranean-type ecosystem. Proceedings of the National Academy of Sciences USA. 110(17): 6895-6900",dry frac: dry weight/ wet weight,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727901,12595429,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.16488074,Mpa,P12 (MPa),-0.16488074,Mpa,Single,,,,-0.16488074,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727903,12595622,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.293976668,Mpa,P12 (MPa),-0.293976668,Mpa,Single,,,,-0.293976668,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727904,12595723,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.567601,Mpa,P12 (MPa),-0.567601,Mpa,Single,,,,-0.567601,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727905,12595821,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.472366,Mpa,P12 (MPa),-0.472366,Mpa,Single,,,,-0.472366,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727907,12596019,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.16488074,Mpa,P12 (MPa),-0.16488074,Mpa,Single,,,,-0.16488074,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727908,12596115,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.047351701,Mpa,P12 (MPa),-0.047351701,Mpa,Single,,,,-0.047351701,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,187,Xylem Functional Traits (XFT) Database: Nature Subset,Malosma laurina,35208,Malosma laurina,1393343,10184883,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-2.4,MPa,P50,-2.4,MPa,Single,,,,-2.4,Mpa,,,,"Brendan Choat,  Steven Jansen et al. (2012) Global convergence in the vulnerability of forests to drought. Nature 491, 752ñ755 doi:10.1038/nature11688",Xylem water potential at which 50% of conductivity is lost (?50),
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727900,12595327,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-2.4,Mpa,P50 (MPa),-2.4,Mpa,Single,,,,-2.4,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727901,12595428,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-0.49067673,Mpa,P50 (MPa),-0.49067673,Mpa,Single,,,,-0.49067673,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727903,12595621,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-1.129558902,Mpa,P50 (MPa),-1.129558902,Mpa,Single,,,,-1.129558902,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727904,12595722,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-1.6,Mpa,P50 (MPa),-1.6,Mpa,Single,,,,-1.6,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727905,12595820,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-1.6,Mpa,P50 (MPa),-1.6,Mpa,Single,,,,-1.6,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727906,12595917,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-1.57,Mpa,P50 (MPa),-1.57,Mpa,Single,,,,-1.57,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727907,12596018,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-0.49067673,Mpa,P50 (MPa),-0.49067673,Mpa,Single,,,,-0.49067673,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Malosma laurina,35208,Malosma laurina,1727908,12596114,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-0.441354234,Mpa,P50 (MPa),-0.441354234,Mpa,Single,,,,-0.441354234,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Manzoni,Stefano,197,Plant Hydraulic Traits,Malosma laurina,35208,Malosma laurina,4523435,50621791,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-2.140620355,Mpa,Water potential at 50% loss of conductivity Psi_50 (MPa),-2.140620355,Mpa,Mean,,,,-2.140620355,Mpa,,,,"Manzoni S, Giulia Vico, Amilcare Porporato, Gabriel Katul (2013) Biological constraints on water transport in the soilñplantñatmosphere system. Advances in Water Resources  51:292ñ304",,
